05/01/2025 07:45:35	AP	4639	alaktaḥ	red lac, juice	red lac juice	Typo – Please note that this is a suggested "print change" following other dictinionaries as well as the meaning of the compound being defined.	srhodes@snowcrest.net
05/01/2025 07:47:10							
05/01/2025 07:47:23	SHS	3461	alakṣita	unseem	unseen	Typo	srhodes@snowcrest.net
05/01/2025 07:52:33	SHS	3469	alaghūman	alaghūman	alaghūṣman	Typo – Please note that this is a Headword Typo.	srhodes@snowcrest.net
05/01/2025 07:54:22	SHS	3471	alaṅkariṣṇu	Fond or ornament	Fond of ornament	Typo	srhodes@snowcrest.net
05/01/2025 13:39:27	AP	4844	avagata	dharmāda vyatikāntapuraskṛtam	dharmād vyatikrāntapuraskṛtam	Typo	srhodes@snowcrest.net
05/01/2025 13:50:55	AP	4850	avagāh	amātyarākṣasenāpyanabagāhitamāryacāṇakyasya	amātyarākṣasenāpyanavagāhitamāryacāṇakyasya	Typo	srhodes@snowcrest.net
05/01/2025 14:02:59	AP	4852	avagāhaḥ	vanamahiṣathūtham	vanamahiṣayūtham	Typo	srhodes@snowcrest.net
05/01/2025 15:56:56	AP	4864	avaguh	saṃveṣṭapa	saṃveṣṭya	Typo	srhodes@snowcrest.net
05/01/2025 16:01:38	AP	4867	avagīta	abagītāṃ	avagītāṃ	Typo	srhodes@snowcrest.net
05/01/2025 19:47:06	LRV	3583	alaṃpaṭa	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy. Since the Window Display is identical in both cases, there is no point in listing this Headword a second time. It is important to note that this Headword is only printed a single time in Devanāgarī script. Therefore, it must appear only once in the Hierarchy Alphabetical Display List. MW and APTE seem to agree.	Headword Listed Twice	srhodes@snowcrest.net
