05/19/2025 08:20:58							
05/19/2025 08:21:53	SHS	3932	avākapuṣpī	avākapuṣpī	avākpuṣpī	Typo – Please note that this is a Headword typo, established on the strength of MW dictionary and other authorities.	srhodes@snowcrest.net
05/19/2025 08:29:23	SHS	3942	avācyadeśa	{?n?}ot	not	Typo	srhodes@snowcrest.net
05/19/2025 14:38:10	AP	5450	avāraḥ	saṃpraddaśyate	saṃpradṛśyate	Typo	srhodes@snowcrest.net
05/19/2025 14:39:28	AP	5450	avāraḥ	rāṣṭrāvārapārāddharabau	rāṣṭrāvārapārāddharavau	Typo	srhodes@snowcrest.net
05/19/2025 15:34:40	MW	18615	avikaṭoraṇa	to, the king	to the king	Typo	srhodes@snowcrest.net
05/19/2025 15:55:58	AP	5471	avikala	gāyakairvodhahetoḥ	gāyakairbodhahetoḥ	Typo	srhodes@snowcrest.net
05/19/2025 20:47:03	AP	5479	avikiyātmaka	avikiyātmaka	avikriyātmaka	Typo – Headword Typo!	srhodes@snowcrest.net
05/19/2025 20:48:06	AP	5479	avikiyātmaka	śuddho'hamavikiyātmakaḥ	śuddho'hamavikriyātmakaḥ	Typo	srhodes@snowcrest.net
05/19/2025 20:50:48	AP	5480	avikrama	vipado'bhibhavantyavikamaṃ	vipado'bhibhavantyavikramaṃ	Typo	srhodes@snowcrest.net
05/19/2025 21:32:22	AP	5496	avighna	abighnamastu	avighnamastu	Typo	srhodes@snowcrest.net
